,,,,Player 1,,Player 2,,Player 3,,Player 4,
2022-09-10,Brussels,3,1,BEXX010,-12800,BEXX031,2300,BEXX004,36300,BEXX015,-25800
2022-09-10,Brussels,3,2,DEXX072,-14200,CHWC001,7800,FRXX003,51600,FRXX015,-45200
2022-09-10,Brussels,3,3,FRXX032,9400,FRWC004,-23600,NLXX002,-7400,BEXX021,21600
2022-09-10,Brussels,3,4,FRXX014,16500,NLXX022,-41500,BEXX023,-11500,FRXX011,36500
2022-09-10,Brussels,3,5,NLXX021,22900,NLXX012,-23700,FRXX036,-5300,FRXX033,6100
2022-09-10,Brussels,3,6,BEXX009,300,BEXX048,-49000,FRWC001,11400,BEXX019,37300
2022-09-10,Brussels,3,7,CAWC001,5000,NLXX006,-6000,BEXX002,-23700,BEWRL05,24700
2022-09-10,Brussels,3,8,CAWC002,31100,BEXX006,12300,BEXX001,-36600,NLXX003,-6800
2022-09-10,Brussels,3,9,BEXX020,31200,FRXX074,-28500,FRXX006,10100,BEXX005,-12800
2022-09-10,Brussels,3,10,DECO001,-34600,NLXX001,42500,CZXX001,-22900,BEXX044,15000
2022-09-10,Brussels,3,11,FRXX073,-8100,BEXX014,-26500,BEWRL01,25600,DECO005,9000
2022-09-10,Brussels,3,12,FRWRL01,33200,BEWRL03,12500,BEXX003,-40800,NLXX023,-4900
2022-09-10,Brussels,3,13,PT00001,-21100,FRXX037,-8200,FRXX076,26500,DECO004,2800
2022-09-10,Brussels,3,14,NLXX004,6100,FRWC005,-12800,UAXX003,35900,FRXX002,-29200
2022-09-10,Brussels,3,15,DECO003,32600,FRXX005,-39800,UAXX004,-13400,BEXX047,20600
2022-09-10,Brussels,3,16,UAXX059,-2300,FRXX075,-13100,BEXX033,44100,PLKA001,-28700
2022-09-10,Brussels,4,1,BEXX048,-26900,FRXX074,-14900,BEXX004,36000,BEWRL03,5800
2022-09-10,Brussels,4,2,NLXX022,4600,BEXX033,-5700,FRWC005,19800,DECO004,-18700
2022-09-10,Brussels,4,3,FRXX036,-28100,BEXX006,-4900,FRXX075,25500,BEXX019,7500
2022-09-10,Brussels,4,4,BEXX010,-31100,FRXX032,27100,FRXX005,-7200,FRWC001,11200
2022-09-10,Brussels,4,5,BEXX015,-10900,PT00001,26200,FRXX006,7000,BEXX002,-22300
2022-09-10,Brussels,4,6,FRXX033,1300,NLXX003,34900,BEXX031,-26500,DECO001,-29700
2022-09-10,Brussels,4,7,BEWRL01,-28800,FRWC004,22200,PLKA001,-1900,NLXX012,8500
2022-09-10,Brussels,4,8,FRXX011,-1700,BEXX047,30900,BEXX020,-41000,BEWRL05,11800
2022-09-10,Brussels,4,9,FRXX002,3300,FRXX015,-38300,FRXX073,-8500,BEXX001,43500
2022-09-10,Brussels,4,10,NLXX006,-4400,FRWRL01,11400,UAXX003,23400,UAXX004,-30400
2022-09-10,Brussels,4,11,BEXX021,-45000,BEXX005,-5100,CZXX001,42800,CAWC002,7300
2022-09-10,Brussels,4,12,BEXX009,-20900,CAWC001,24600,NLXX002,4100,BEXX044,-7800
2022-09-10,Brussels,4,13,DECO005,5200,NLXX001,-7700,CHWC001,21200,UAXX059,-18700
2022-09-10,Brussels,4,14,FRXX003,-63900,DECO003,-18800,FRXX037,35300,NLXX023,47400
2022-09-10,Brussels,4,15,FRXX076,-39600,FRXX014,27200,BEXX003,-4600,BEXX014,17000
2022-09-10,Brussels,4,16,NLXX021,2400,BEXX023,-11400,NLXX004,32400,DEXX072,-23400
2022-09-10,Brussels,5,1,BEWRL05,-10400,UAXX003,-25200,CAWC002,26300,FRXX074,9300
2022-09-10,Brussels,5,2,FRWC005,25500,NLXX001,5700,NLXX006,-20700,FRXX015,-10500
2022-09-10,Brussels,5,3,BEXX014,46600,BEXX047,7900,FRXX032,-21700,NLXX023,-32800
2022-09-10,Brussels,5,4,BEXX019,32700,FRXX073,13800,PLKA001,-14900,BEXX003,-31600
2022-09-10,Brussels,5,5,DECO001,-11600,NLXX002,-28900,FRXX005,36400,CHWC001,4100
2022-09-10,Brussels,5,6,BEXX002,-12100,FRXX003,4700,BEXX044,-26000,UAXX004,33400
2022-09-10,Brussels,5,7,UAXX059,26900,BEXX031,9900,FRXX036,-29700,DECO004,-27100
2022-09-10,Brussels,5,8,BEXX033,-48700,BEXX048,28300,FRWRL01,4700,FRXX076,15700
2022-09-10,Brussels,5,9,FRXX033,-28700,BEXX010,9000,FRXX011,-6200,FRXX006,25900
2022-09-10,Brussels,5,10,BEXX009,31500,PT00001,-11300,BEXX004,2700,FRXX075,-22900
2022-09-10,Brussels,5,11,BEXX020,-42100,BEXX001,38000,FRXX014,11400,NLXX004,-7300
2022-09-10,Brussels,5,12,NLXX012,1800,BEXX005,-25400,NLXX003,35900,BEXX023,-12300
2022-09-10,Brussels,5,13,BEXX021,33500,BEWRL01,8100,BEWRL03,-11600,FRWC001,-30000
2022-09-10,Brussels,5,14,NLXX022,-15900,NLXX021,55500,BEXX015,-4900,FRXX037,-34700
2022-09-10,Brussels,5,15,DEXX072,30700,FRWC004,-22400,DECO005,-10300,DECO003,2000
2022-09-10,Brussels,5,16,CZXX001,-3700,FRXX002,25500,BEXX006,-29200,CAWC001,7400
2022-09-10,Brussels,6,1,CAWC001,7400,FRXX015,-24800,CAWC002,-13600,FRXX014,31000
2022-09-10,Brussels,6,2,FRXX032,37000,DEXX072,-25000,PLKA001,100,BEWRL03,-12100
2022-09-10,Brussels,6,3,BEXX044,-51600,FRWC005,37600,FRXX005,-17000,DECO005,11000
2022-09-10,Brussels,6,4,NLXX004,-29600,FRXX033,34700,BEXX005,-10300,FRXX037,5200
2022-09-10,Brussels,6,5,BEWRL01,-21100,BEXX019,6400,FRXX076,-4500,BEXX047,19200
2022-09-10,Brussels,6,6,BEXX031,-18000,FRWRL01,-30800,FRXX075,-1800,NLXX022,50600
2022-09-10,Brussels,6,7,NLXX021,-46500,BEXX009,51300,FRXX006,10400,DECO004,-15200
2022-09-10,Brussels,6,8,BEXX006,-20800,NLXX006,4000,FRXX003,-7200,NLXX002,24000
2022-09-10,Brussels,6,9,NLXX003,26000,UAXX059,-23700,BEXX015,-14700,FRXX011,-7600
2022-09-10,Brussels,6,10,BEXX010,-24600,BEXX023,24000,BEWRL05,-11600,BEXX001,12200
2022-09-10,Brussels,6,11,BEXX014,-24400,DECO001,-14300,FRWC001,-11200,DECO003,29900
2022-09-10,Brussels,6,12,BEXX021,-29400,BEXX033,8400,BEXX003,-16900,BEXX004,37900
2022-09-10,Brussels,6,13,FRWC004,-38100,BEXX002,-3200,CHWC001,-20100,NLXX023,61400
2022-09-10,Brussels,6,14,CZXX001,9000,BEXX020,-9200,NLXX012,-31700,UAXX003,31900
2022-09-10,Brussels,6,15,PT00001,6100,FRXX036,39800,BEXX048,-28400,FRXX073,-17500
2022-09-10,Brussels,6,16,FRXX002,-40400,FRXX074,39400,UAXX004,24500,NLXX001,-23500
2022-09-10,Brussels,7,1,BEXX021,6700,CHWC001,19700,BEXX014,-18500,FRXX006,-7900
2022-09-10,Brussels,7,2,BEXX033,-12600,BEXX009,14400,BEWRL05,-33600,BEWRL01,31800
2022-09-10,Brussels,7,3,PLKA001,28900,BEXX020,-6900,CAWC001,-29300,FRWC005,7300
2022-09-10,Brussels,7,4,FRXX073,-23100,BEWRL03,-10100,NLXX003,24900,DECO003,8300
2022-09-10,Brussels,7,5,FRXX033,-20600,NLXX023,25600,FRXX074,3200,BEXX001,-8200
2022-09-10,Brussels,7,6,CZXX001,24100,BEXX003,-30900,UAXX059,12900,PT00001,-6100
2022-09-10,Brussels,7,7,FRXX005,-21200,DEXX072,7300,FRXX036,-10300,NLXX006,24200
2022-09-10,Brussels,7,8,NLXX021,-34100,BEXX010,13700,FRXX075,-8500,UAXX004,28900
2022-09-10,Brussels,7,9,FRXX011,-59000,NLXX012,3400,NLXX002,72000,DECO004,-16400
2022-09-10,Brussels,7,10,UAXX003,10300,FRWC001,-40900,BEXX006,-32600,BEXX023,43200
2022-09-10,Brussels,7,11,FRWRL01,10000,FRXX032,22300,NLXX004,-23200,BEXX019,-9100
2022-09-10,Brussels,7,12,FRWC004,-14500,BEXX047,44700,NLXX022,2300,BEXX044,-32500
2022-09-10,Brussels,7,13,BEXX004,14100,FRXX003,-33400,DECO001,-10500,FRXX002,29800
2022-09-10,Brussels,7,14,BEXX005,40700,FRXX014,6300,BEXX015,-32500,DECO005,-14500
2022-09-10,Brussels,7,15,BEXX048,-58900,FRXX015,48700,FRXX037,14700,BEXX031,-4500
2022-09-10,Brussels,7,16,BEXX002,1800,CAWC002,-20400,NLXX001,26900,FRXX076,-8300
2022-09-10,Brussels,8,1,BEWRL03,-34000,FRXX033,600,CZXX001,-22200,BEXX002,23600
2022-09-10,Brussels,8,2,CAWC002,500,PT00001,-10800,BEXX047,-23300,NLXX002,33600
2022-09-10,Brussels,8,3,BEXX033,19300,UAXX004,-6800,BEXX020,4600,DEXX072,-17100
2022-09-10,Brussels,8,4,FRWC004,-10000,NLXX004,-21100,DECO004,24600,BEXX006,6500
2022-09-10,Brussels,8,5,FRXX014,-40400,FRXX003,29300,BEXX048,300,FRXX006,10800
2022-09-10,Brussels,8,6,BEXX021,-21700,FRXX002,19000,DECO005,-5600,BEXX031,8300
2022-09-10,Brussels,8,7,FRXX075,-4300,NLXX003,7000,FRXX074,-21600,FRXX005,18900
2022-09-10,Brussels,8,8,FRWRL01,19000,BEXX044,7000,FRWC001,-18700,FRXX011,-7300
2022-09-10,Brussels,8,9,BEXX014,42300,BEXX015,-44900,BEWRL05,-6000,FRWC005,8600
2022-09-10,Brussels,8,10,FRXX073,-50700,NLXX021,-4700,NLXX023,-17100,NLXX006,72500
2022-09-10,Brussels,8,11,BEXX010,-32600,BEWRL01,10100,FRXX036,-7000,CAWC001,29500
2022-09-10,Brussels,8,12,BEXX003,-27700,NLXX012,7100,NLXX022,31200,NLXX001,-30600
2022-09-10,Brussels,8,13,DECO001,11200,BEXX019,-34700,BEXX023,-23900,FRXX015,47400
2022-09-10,Brussels,8,14,BEXX005,-1500,PLKA001,-25200,CHWC001,-11600,BEXX009,38300
2022-09-10,Brussels,8,15,FRXX076,5500,BEXX001,34400,UAXX059,-9100,DECO003,-30800
2022-09-10,Brussels,8,16,BEXX004,14100,FRXX032,-11300,UAXX003,-39400,FRXX037,36600
2022-09-10,Brussels,9,1,BEXX048,8500,FRXX011,21600,CZXX001,-23200,DEXX072,-6900
2022-09-10,Brussels,9,2,FRXX015,24800,BEXX047,-7000,BEXX005,3200,FRXX075,-21000
2022-09-10,Brussels,9,3,BEXX001,-7000,UAXX004,-20800,BEXX021,4900,DECO004,22900
2022-09-10,Brussels,9,4,NLXX004,-27000,BEXX002,-10900,BEWRL01,7000,BEXX031,30900
2022-09-10,Brussels,9,5,PT00001,-6600,FRXX032,-30400,NLXX003,10600,FRWC005,26400
2022-09-10,Brussels,9,6,BEWRL05,-43000,BEXX003,-4500,DECO001,12200,NLXX021,35300
2022-09-10,Brussels,9,7,FRXX003,-7700,UAXX059,3200,FRWC001,42200,BEXX020,-37700
2022-09-10,Brussels,9,8,BEXX004,-12700,BEXX014,28300,NLXX006,-11200,NLXX012,-24400
2022-09-10,Brussels,9,9,FRXX002,-4100,FRWC004,6000,BEXX010,-30000,FRXX076,30000
2022-09-10,Brussels,9,10,BEXX044,-11000,FRXX036,36700,FRXX014,-26900,BEWRL03,1200
2022-09-10,Brussels,9,11,NLXX023,3600,NLXX001,-7500,BEXX023,-17900,BEXX009,21800
2022-09-10,Brussels,9,12,FRXX073,-3800,NLXX002,7100,BEXX015,-28400,UAXX003,25100
2022-09-10,Brussels,9,13,BEXX019,-12100,CHWC001,-27900,NLXX022,29000,FRXX074,11000
2022-09-10,Brussels,9,14,DECO005,-30100,CAWC001,37000,FRWRL01,-19200,FRXX033,12300
2022-09-10,Brussels,9,15,CAWC002,25400,FRXX037,-11200,FRXX005,-22300,PLKA001,8100
2022-09-10,Brussels,9,16,BEXX006,12900,FRXX006,32300,BEXX033,-39500,DECO003,-5700
2022-10-08,Kraków,1,1,PLGS006,-12100,PLXX023,-33400,PLXX016,34600,PLXX033,10900
2022-10-08,Kraków,1,2,PLXX022,-39300,PLGS008,-5200,JPXX001,14700,ESXX001,29800
2022-10-08,Kraków,1,3,UAXX002,-20200,PLXX044,21300,PLWA003,-9200,PLLD005,8100
2022-10-08,Kraków,1,4,PLTR018,-35600,PLGS007,-21900,PLRZ001,40700,PLGS005,16800
2022-10-08,Kraków,1,5,PLXX012,12100,UAXX003,27900,PLXX018,-31000,SEXX001,-9000
2022-10-08,Kraków,1,6,CHXX002,-29900,GBXX001,4500,FRXX002,-7900,UAXX011,33300
2022-10-08,Kraków,1,7,PLXX032,-6300,FRXX005,12100,PLGS004,28000,UAXX005,-33800
2022-10-08,Kraków,1,8,PLXX035,-14000,PLKA001,10300,PLGS001,29000,SUB0000,-30000
2022-10-08,Kraków,1,9,PT00001,9500,PLXX006,30400,PLLD001,-13000,PLPZ012,-26900
2022-10-08,Kraków,1,10,PLPZ006,-32800,GBXX007,29100,PLWA001,-5500,PLXX003,9200
2022-10-08,Kraków,1,11,PLKR001,36900,PLKR010,8300,FRXX003,-33300,PLKA004,-11900
2022-10-08,Kraków,1,12,PLGS003,37700,FRXX004,-12900,PLPZ004,13600,PLXX010,-38400
2022-10-08,Kraków,1,13,PLXX014,8600,FRXX001,-6100,PLXX004,29400,PLGS002,-31900
2022-10-08,Kraków,1,14,PLTR017,24400,PLKR005,13000,UAXX001,-20800,CHXX001,-36600
2022-10-08,Kraków,1,15,PLGS009,10900,PLXX037,-23900,UAXX004,-11900,PLXX040,24900
2022-10-08,Kraków,2,1,FRXX003,-17700,PLLD005,46300,SEXX001,-31700,FRXX002,3100
2022-10-08,Kraków,2,2,PLKR010,-35600,CHXX002,11500,PLWA003,-8900,UAXX004,33000
2022-10-08,Kraków,2,3,GBXX007,8600,PLXX023,22700,PLXX022,-1500,PLGS009,-29800
2022-10-08,Kraków,2,4,PLGS001,-28200,PLXX004,9300,UAXX001,-22500,PLPZ004,21400
2022-10-08,Kraków,2,5,PLXX044,21700,CHXX001,-35500,PLLD001,-21300,UAXX003,35100
2022-10-08,Kraków,2,6,PLXX037,18600,PLGS003,6500,PLXX012,-5800,PLKR005,-19300
2022-10-08,Kraków,2,7,ESXX001,2400,PLXX006,-23300,PLWA001,-9500,PLXX018,30400
2022-10-08,Kraków,2,8,PLTR017,-25500,UAXX011,2100,SUB0000,-30000,PLXX010,-10300
2022-10-08,Kraków,2,9,FRXX004,28600,PLGS007,-4900,PLXX040,12800,PLGS008,-36500
2022-10-08,Kraków,2,10,PLXX035,-5500,PLTR018,9800,FRXX001,21500,JPXX001,-25800
2022-10-08,Kraków,2,11,PLKA004,300,UAXX002,-47400,PLRZ001,28800,GBXX001,18300
2022-10-08,Kraków,2,12,PLXX032,-20000,PLKA001,-5900,PLPZ006,5400,PLXX014,20500
2022-10-08,Kraków,2,13,PLGS002,37200,PLGS004,-8700,PLPZ012,-32600,PLXX033,4100
2022-10-08,Kraków,2,14,PLXX003,6600,PLXX016,18600,UAXX005,-5600,PLKR001,-19600
2022-10-08,Kraków,2,15,PT00001,-10300,FRXX005,27800,PLGS006,-20500,PLGS005,3000
2022-10-08,Kraków,3,1,FRXX001,-46700,FRXX004,-13100,UAXX005,53700,UAXX011,6100
2022-10-08,Kraków,3,2,PLKR001,3400,GBXX007,69000,PLPZ004,-52200,UAXX003,-20200
2022-10-08,Kraków,3,3,PLTR017,44400,PLXX023,-28500,PLGS004,-14200,PLGS008,-1700
2022-10-08,Kraków,3,4,PLXX010,-19200,PLXX012,18700,PLXX004,-6400,PLXX033,6900
2022-10-08,Kraków,3,5,PLXX040,-8100,PLGS001,21900,PLKR010,-50000,PT00001,36200
2022-10-08,Kraków,3,6,UAXX004,28200,PLPZ012,-7100,PLGS003,-27800,SEXX001,6700
2022-10-08,Kraków,3,7,PLPZ006,46300,PLXX022,6200,FRXX003,-17900,PLXX037,-34600
2022-10-08,Kraków,3,8,JPXX001,-15100,PLWA001,-27000,CHXX002,27800,SUB0000,-30000
2022-10-08,Kraków,3,9,PLGS002,45200,PLXX006,-10400,PLRZ001,-40400,PLXX032,5600
2022-10-08,Kraków,3,10,FRXX005,-7200,PLKR005,-35100,GBXX001,28100,PLXX014,14200
2022-10-08,Kraków,3,11,PLGS009,39900,PLWA003,-62600,CHXX001,-2800,PLXX016,25500
2022-10-08,Kraków,3,12,SUB0000,-30000,ESXX001,32700,PLGS005,-36600,PLLD005,-8400
2022-10-08,Kraków,3,13,PLTR018,-24800,PLGS006,33900,PLXX018,-12900,PLXX044,3800
2022-10-08,Kraków,3,14,PLKA001,-8000,PLXX003,-28800,PLGS007,28000,UAXX002,8800
2022-10-08,Kraków,3,15,PLKA004,-13600,FRXX002,43100,PLXX035,-29600,PLLD001,100
2022-10-08,Kraków,4,1,PLXX035,-32800,PLGS004,38500,PLLD005,-8200,PLPZ006,2500
2022-10-08,Kraków,4,2,PLXX023,-4200,PLXX010,-27300,CHXX002,23300,PLXX037,8200
2022-10-08,Kraków,4,3,GBXX007,10500,FRXX004,-1900,PLWA003,-35300,PLXX033,26700
2022-10-08,Kraków,4,4,PT00001,37700,PLXX016,-11100,PLGS007,3800,UAXX004,-30400
2022-10-08,Kraków,4,5,PLGS009,-6700,JPXX001,-26500,PLXX014,23200,PLGS006,10000
2022-10-08,Kraków,4,6,PLWA001,-7200,PLPZ004,-24900,PLTR018,9900,FRXX005,22200
2022-10-08,Kraków,4,7,PLLD001,-26100,PLGS008,6900,FRXX001,29200,PLXX018,-10000
2022-10-08,Kraków,4,8,ESXX001,11000,PLKR010,-63400,UAXX003,-31700,UAXX002,44100
2022-10-08,Kraków,4,9,PLGS001,-7700,PLPZ012,-43700,PLKR005,6200,FRXX003,25200
2022-10-08,Kraków,4,10,PLGS005,-40500,PLXX044,60300,UAXX011,-15200,PLXX032,-4600
2022-10-08,Kraków,4,11,PLRZ001,-500,PLXX040,10700,PLXX003,-36100,SEXX001,25900
2022-10-08,Kraków,4,12,PLKA001,-19900,PLXX012,18200,SUB0000,-30000,FRXX002,6700
2022-10-08,Kraków,4,13,PLGS003,-25600,SUB0000,-30000,UAXX005,-5600,PLXX004,23600
2022-10-08,Kraków,4,14,PLTR017,-35900,PLKR001,34000,GBXX001,8500,PLXX006,-6600
2022-10-08,Kraków,4,15,CHXX001,-5400,PLGS002,46100,PLKA004,-35300,PLXX022,-5400
2022-10-08,Kraków,5,1,PLWA001,30200,FRXX004,-26500,PLGS006,-10800,PLXX022,7100
2022-10-08,Kraków,5,2,UAXX004,-30200,PLTR017,23700,PLXX035,-5200,UAXX005,11700
2022-10-08,Kraków,5,3,SUB0000,-30000,UAXX002,-34200,PLGS008,30600,PLKR001,14100
2022-10-08,Kraków,5,4,PLGS004,37800,PLKA001,-32600,PLXX037,3100,ESXX001,-8300
2022-10-08,Kraków,5,5,UAXX011,-24600,PLXX003,2000,PLGS003,33600,PLLD001,-11000
2022-10-08,Kraków,5,6,PLXX010,8000,FRXX003,-11500,GBXX007,27600,PLXX014,-24100
2022-10-08,Kraków,5,7,CHXX001,-9300,PLRZ001,-38000,PLKR010,16400,PLLD005,30900
2022-10-08,Kraków,5,8,PLWA003,7600,UAXX003,-38700,PLPZ012,-18000,PLPZ006,49100
2022-10-08,Kraków,5,9,PT00001,-32500,FRXX001,15900,CHXX002,28500,PLXX012,-11900
2022-10-08,Kraków,5,10,PLXX018,-4600,PLGS005,-28500,GBXX001,24000,PLXX016,9100
2022-10-08,Kraków,5,11,SUB0000,-30000,SEXX001,-30900,PLTR018,44500,PLXX006,-20500
2022-10-08,Kraków,5,12,FRXX005,5400,JPXX001,-7300,FRXX002,-24400,PLXX004,26300
2022-10-08,Kraków,5,13,PLGS007,78100,PLGS002,-18800,PLGS009,-1500,PLKR005,-77800
2022-10-08,Kraków,5,14,PLPZ004,29400,PLXX040,-23200,PLXX044,3500,PLXX023,-9700
2022-10-08,Kraków,5,15,PLXX033,600,PLKA004,42300,PLGS001,-15300,PLXX032,-27600
2022-10-08,Kraków,6,1,PLXX004,7400,PLTR018,22600,PLKA004,-7100,PLKA001,-22900
2022-10-08,Kraków,6,2,PLGS001,-15600,PLWA003,-34600,PLLD001,12200,PLGS007,38000
2022-10-08,Kraków,6,3,UAXX003,-31900,GBXX001,-5000,UAXX004,7800,PLGS008,29100
2022-10-08,Kraków,6,4,PLXX014,-19700,PLRZ001,-30300,PLXX016,12700,PLXX012,37300
2022-10-08,Kraków,6,5,PLGS003,-5500,SUB0000,-30000,PLKR010,19200,GBXX007,-21600
2022-10-08,Kraków,6,6,PLXX040,28300,JPXX001,-11100,PLLD005,-5600,PLKR001,-31600
2022-10-08,Kraków,6,7,PLPZ012,-10500,CHXX002,14200,CHXX001,28600,PLPZ004,-32300
2022-10-08,Kraków,6,8,UAXX002,21200,PLXX022,26000,FRXX002,-16100,PLTR017,-41100
2022-10-08,Kraków,6,9,FRXX001,-26800,PLGS004,7500,PLGS006,25000,FRXX003,-5700
2022-10-08,Kraków,6,10,PLXX037,37400,PLXX032,9900,PT00001,-32800,SUB0000,-30000
2022-10-08,Kraków,6,11,UAXX005,-5800,SEXX001,-24100,ESXX001,7200,PLKR005,22700
2022-10-08,Kraków,6,12,PLGS009,-6300,PLXX003,-18800,FRXX004,18800,PLXX018,6300
2022-10-08,Kraków,6,13,PLGS005,-900,PLGS002,-900,PLXX010,-31800,PLPZ006,33600
2022-10-08,Kraków,6,14,PLXX023,34400,UAXX011,-24300,PLXX035,-10400,PLWA001,-19700
2022-10-08,Kraków,6,15,PLXX006,-27300,FRXX005,-1000,PLXX033,-11200,PLXX044,39500
2022-10-08,Kraków,7,1,FRXX005,15500,PLKR001,-7500,PLKA001,36700,PLRZ001,-44700
2022-10-08,Kraków,7,2,PLXX010,12400,FRXX001,34400,PLXX032,-8200,PLLD005,-38600
2022-10-08,Kraków,7,3,PLWA003,-26900,PLXX012,32800,PLXX035,-10700,PLGS008,4800
2022-10-08,Kraków,7,4,PLPZ006,-23400,GBXX001,11000,PLGS003,24000,PLGS001,-11600
2022-10-08,Kraków,7,5,UAXX002,-8800,SUB0000,-30000,PLPZ004,10000,PLXX018,-28400
2022-10-08,Kraków,7,6,FRXX002,-3400,PLGS005,35900,PLXX006,9700,PLGS004,-42200
2022-10-08,Kraków,7,7,PLKA004,-10900,PLKR005,33400,PLWA001,-24500,PLXX016,2000
2022-10-08,Kraków,7,8,PLXX003,-39900,PLXX044,-21700,PT00001,29600,PLXX022,12000
2022-10-08,Kraków,7,9,UAXX005,20200,PLGS006,7100,GBXX007,-5700,CHXX001,-21600
2022-10-08,Kraków,7,10,PLGS007,-58200,CHXX002,40300,PLXX014,16900,ESXX001,1000
2022-10-08,Kraków,7,11,UAXX004,-26100,JPXX001,-16000,PLXX023,35000,FRXX004,7100
2022-10-08,Kraków,7,12,FRXX003,-4100,PLTR018,7700,PLXX033,-40000,UAXX003,36400
2022-10-08,Kraków,7,13,PLPZ012,-19100,PLXX037,76500,PLKR010,2700,PLTR017,-60100
2022-10-08,Kraków,7,14,PLXX040,-40300,PLGS002,7300,SUB0000,-30000,PLLD001,50200
2022-10-08,Kraków,7,15,UAXX011,15400,PLGS009,-55900,PLXX004,27800,SEXX001,-7300
2022-11-12,Poznań,1,1,NLXX002,-35800,NLXX004,-9900,ESXX001,36000,PLXX044,9700
2022-11-12,Poznań,1,2,PLLD001,-17200,PLMJ003,-2000,PLXX032,47400,DEXX003,-28200
2022-11-12,Poznań,1,3,PLPZ007,-41800,PLGS003,-3700,PLGS002,36100,FIXX002,9400
2022-11-12,Poznań,1,4,PLKR008,16200,DEXX002,29000,PLPZ008,-13700,PLXX015,-31500
2022-11-12,Poznań,1,5,PLXX040,26800,PLPZ006,-7500,PLGS007,3100,PLXX033,-22400
2022-11-12,Poznań,1,6,PLXX003,8300,PLGS008,22400,PLGS006,-4700,PLXX016,-26000
2022-11-12,Poznań,1,7,PLGS005,17900,PLPZ003,40000,PLKR009,-54600,PLWA003,-3300
2022-11-12,Poznań,1,8,PLPZ012,25200,PLTR001,-38000,NLXX001,13700,DEXX001,-900
2022-11-12,Poznań,1,9,PLWA001,29400,PLGS009,-12200,PLPZ010,7100,PLKR010,-24300
2022-11-12,Poznań,1,10,PLKA003,1600,NLXX003,-9100,PLKR005,-32000,PLXX034,39500
2022-11-12,Poznań,1,11,PLPZ011,17100,PT00001,27300,GBXX007,-35700,PLKA001,-8700
2022-11-12,Poznań,1,12,PLPZ005,13400,PLKA004,31300,PLMJ004,-36500,FIXX001,-8200
2022-11-12,Poznań,2,1,NLXX001,40200,PLKA004,-17500,PLXX003,6000,GBXX007,-28700
2022-11-12,Poznań,2,2,FIXX001,-7400,PLGS009,23200,PLWA003,9200,PLPZ012,-25000
2022-11-12,Poznań,2,3,PLWA001,4600,PLKA003,-6600,PLPZ006,20000,PLTR001,-38000
2022-11-12,Poznań,2,4,PLGS003,5800,PLGS006,43100,PLXX015,-18800,NLXX004,-30100
2022-11-12,Poznań,2,5,PLGS002,-6700,PLKR009,9100,PLKR008,-26400,PLKA001,24000
2022-11-12,Poznań,2,6,PLXX032,-37900,PLKR010,7600,PLXX033,-29500,PLXX044,39800
2022-11-12,Poznań,2,7,PLPZ005,-15400,PLPZ011,31200,PLXX040,10600,PLMJ003,-26400
2022-11-12,Poznań,2,8,PLPZ010,-26000,PLKR005,21400,PLPZ007,9100,DEXX003,-4500
2022-11-12,Poznań,2,9,DEXX002,8000,PLMJ004,-12400,ESXX001,27300,DEXX001,-22900
2022-11-12,Poznań,2,10,PT00001,2300,PLXX016,-31500,PLPZ003,-10800,PLXX034,40000
2022-11-12,Poznań,2,11,PLGS007,30000,PLPZ008,12300,FIXX002,-40700,PLGS008,-1600
2022-11-12,Poznań,2,12,PLLD001,15200,NLXX002,35700,NLXX003,-11100,PLGS005,-39800
2022-11-12,Poznań,3,1,PLLD001,24100,PLXX034,8600,PLKA001,-27700,PLXX003,-5000
2022-11-12,Poznań,3,2,PLGS002,-34500,PLMJ003,8300,PLKA004,39100,PLGS006,-12900
2022-11-12,Poznań,3,3,PLWA001,-10500,PLWA003,35700,PLKR005,-32000,PLXX033,6800
2022-11-12,Poznań,3,4,NLXX001,-28000,PLGS008,31600,FIXX001,-10600,PLKR010,7000
2022-11-12,Poznań,3,5,PLGS005,-58400,GBXX007,-3200,PLXX044,54000,PLPZ006,7600
2022-11-12,Poznań,3,6,PLGS009,34000,PLXX015,5300,PLMJ004,-27600,PT00001,-11700
2022-11-12,Poznań,3,7,NLXX004,-15600,PLKR009,-3200,DEXX002,39500,PLPZ007,8100
2022-11-12,Poznań,3,8,PLKR008,-47900,PLPZ005,-18300,PLPZ003,69600,PLPZ012,-23400
2022-11-12,Poznań,3,9,PLTR001,-3300,PLXX040,27700,PLXX032,-21100,PLPZ010,-3300
2022-11-12,Poznań,3,10,NLXX003,200,FIXX002,35400,PLXX016,-25200,PLPZ011,-10400
2022-11-12,Poznań,3,11,PLGS003,4100,DEXX001,4100,PLGS007,23700,NLXX002,-31900
2022-11-12,Poznań,3,12,PLPZ008,41300,ESXX001,-41400,DEXX003,27500,PLKA003,-27400
2022-11-12,Poznań,4,1,PLXX044,-6300,PLGS009,-33400,NLXX001,4300,PLGS002,35400
2022-11-12,Poznań,4,2,DEXX003,-6900,PLGS006,8800,PLXX033,30500,PLPZ012,-32400
2022-11-12,Poznań,4,3,DEXX001,6000,PLWA001,18300,PLXX016,-5400,PLKR008,-18900
2022-11-12,Poznań,4,4,PLGS008,-24000,PLPZ010,-12700,PLMJ003,32100,PLKR009,4600
